PRODUCT (Click to open in Browser),PRODUCT ID,PHYSICAL,LOGICAL,GMI FC,R&N A.C.N,GROUP,CLEARING ADMIN,CLEARING VENUE,MIC CODE,MARKET TYPE NAME,SYMBOL CODE
Sonat Z0 South Physical Gas Daily Spot,15939,YEW,YEW,,,Natural Gas,ST1 SPPhys Gas,NGXC,IEPA,Physical Gas,YEW
Sonat Z0 South Physical Inside FERC,15940,YEY,YEY,,,Natural Gas,ST1 MOPhys Gas,NGXC,IEPA,Physical Gas,YEY
South32,16105,SHH,SHH,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,SHH
Southern Star TX OK KS Basis Future,3026,OUB,OUB,A),,Natural Gas,Midcont Basis,ICEU,IFED,Financial Gas,OUB
Southern Star TX OK KS Index Future,3029,OUI,OUI,A-,,Natural Gas,Midcont Index,ICEU,IFED,Financial Gas,OUI
Southern Star TX OK KS Swing Future,3038,OUS,OUS,A/,,Natural Gas,Midcont Swing,ICEU,IFED,Financial Gas,OUS
Spanish Power Financial Base Daily Futures,19045,DSB,DSB,AS,,Electricity,Spanish Pwr Fin,ICEU,NDEX,EU Financial Power Futures,DSB
Spanish Power Financial Base Futures,19038,SPB,SPB,AT,,Electricity,Spanish Pwr Fin,ICEU,NDEX,EU Financial Power Futures,SPB
Spark25S Pacific NWS to Tianjin LNG Freight Future,25041,LFH,LFH,,,Liquified Natural Gas,Spark Freight,ICEU,IFEU,LNG Freight,LFH
Spark30S Atlantic Sabine Pass to Gate LNG Freight Future,25040,LFI,LFI,,,Liquified Natural Gas,Spark Freight,ICEU,IFEU,LNG Freight,LFI
Sports Direct International Plc,9976,SI,SI,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,SI
Stagecoach Physical Basis LD1,16986,YCI,YCI,,,Natural Gas,STA MO PhysGas,NGXC,IEPA,Physical Gas,YCI
Stagecoach Physical Fixed Price Monthly,16983,YCH,YCH,,,Natural Gas,STA MO PhysGas,NGXC,IEPA,Physical Gas,YCH
Stagecoach Physical Fixed Price Spot,16984,YCG,YCG,,,Natural Gas,STA BM PhysGas,NGXC,IEPA,Physical Gas,YCG
Standard Chartered Plc,9897,SCB,SCB,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,SCB
Standard Life Aberdeen plc,10007,LFI,LFI,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,SL
Sugar No. 11 1-Month Calendar Spread Option,4147,SB1,SB1,2A,,Sugar,O-Sugar No 11,ICUS,IFUS,Sugar No 11,SB1
Sugar No. 11 2-Month Calendar Spread Option,4148,SB2,SB2,,,Sugar,O-Sugar No 11,,IFUS,Sugar No 11,SB2
Sugar No. 11 Options,1240,SB,SB ,27,2055,Sugar,O-Sugar No 11,ICUS,IFUS,Sugar No 11,SB
Supramax Timecharter (Baltic) Freight Future,2947,TCS,TCS,@9,,Dry Freight,Dry Freight Day,ICEU,IFEU,Dry Freight,TCS
Swiss Power Financial Base Futures,19483,SWB,SWB,AV,,Electricity,Swiss PwrFin,ICEU,NDEX,EU Financial Power Futures,SWB
TC12 FFA WCI to Japan (Baltic) Balmo Future,20129,TCK,TCK,J>,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TCK
TC12 FFA WCI to Japan (Baltic) Future,19246,TCN,TCN,BJ,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TCN
TC14 FFA USGC to Continent (Baltic) Average Price Options,4857,WCN,WCN,O#,,Wet Freight,O-TC14 USGC-Cont,ICEU,IFEU,Wet Freight,WCN
TC14 FFA USGC to Continent (Baltic) Balmo Future,21870,WNW,WNW,Q7,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WNW
TC14 FFA USGC to Continent (Baltic) Future,4191,WCN,WCN,O#,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WCN
TC15 FFA  Med to Far East (Baltic) Balmo Future,20130,TCL,TCL,J:,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TCL
TC15 FFA Med to Far East (Baltic) Future,19104,TCM,TCM,@X,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TCM
TC17 FFA - Arab Gulf to East Africa (Baltic) Balmo Future,27591,TCX,TCX,,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TCX
TC17 FFA - Arab Gulf to East Africa (Baltic) Future,25768,JFF,JFF,,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,JFF
TC18 FFA - US Gulf to Brazil (Baltic) Balmo Future,27590,TCW,TCW,,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TCW
TC18 FFA - US Gulf to Brazil (Baltic) Future,25772,WFB,WFB,,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WFB
TC2 37 FFA Triangulation with TC14 FFA CPP/UNL Continent to USAC (Baltic) Future,5953,TCD,TCD,6D,,Wet Freight,TC2_37-TC14 Tri,ICEU,IFEU,Wet Freight,TCD
TC2 FFA Northwest Europe To Usac (Baltic) Average Price Options,4850,WNU,WNU,I(,,Wet Freight,O-TC2 NWE-USAC,ICEU,IFEU,Wet Freight,WNU
TC2 FFA Northwest Europe to USAC (Baltic) Balmo Future,21869,WNT,WNT,Q3,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WNT
TC2 FFA Northwest Europe to USAC (Baltic) Future,3236,WNU,WNU,I(,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WNU
TC5 FFA  Arabian Gulf to Japan (Platts) Balmo Future,21871,WNX,WNX,Q4,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WNX
TC5 FFA Arabian Gulf To Japan (Platts) Average Price Options,4856,WMJ,WMJ,I),,Wet Freight,O-TC5 MEGulf-JP,ICEU,IFEU,Wet Freight,WMJ
TC5 FFA Arabian Gulf to Japan (Platts) Future,3244,WMJ,WMJ,I),,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WMJ
TC6 FFA  Skikda to Lavera (Cross Med) (Baltic) Balmo Future,21872,WNZ,WNZ,Q5,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WNZ
TC6 FFA Skikda to Lavera (Cross Med) (Baltic) Average Price Options,4854,WSL,WSL,I-,,Wet Freight,O-TC6 Cross Med,ICEU,IFEU,Wet Freight,WSL
TC6 FFA Skikda to Lavera (Cross Med) (Baltic) Futures,3240,WSL,WSL,I-,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WSL
TC7 FFA Singapore to EC Australia (Baltic) Balmo Future,21867,TC8,TC8,Q6,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TC8
TC7 FFA Singapore to EC Australia (Baltic) Future,15986,TC7,TC7,)W,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TC7
TC9 FFA  Baltic to UK Continent (Baltic) Future,19103,TC9,TC9,@W,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TC9
TC9 FFA Baltic to UK Continent (Baltic) Balmo Future,20128,TCJ,TCJ,J/,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TCJ
TCO A04 Pool Physical Basis LD1,19638,YHE,YHE,,,Natural Gas,TCOA4 MOPhysGas,NGXC,IEPA,Physical Gas,YHE
TCO A04 Pool Physical Fixed Price Monthly,19633,YHA,YHA,,,Natural Gas,TCOA4 MOPhysGas,NGXC,IEPA,Physical Gas,YHA
TCO A04 Pool Physical Fixed Price Spot,19631,YGZ,YGZ,,,Natural Gas,TCOA4 SPPhysGas,NGXC,IEPA,Physical Gas,YGZ
TCO A04 Pool Physical Gas Daily Monthly,19636,YHC,YHC,,,Natural Gas,TCOA4 MOPhysGas,NGXC,IEPA,Physical Gas,YHC
TCO A04 Pool Physical Gas Daily Spot,19634,YHB,YHB,,,Natural Gas,TCOA4 SPPhysGas,NGXC,IEPA,Physical Gas,YHB
TCO AO4 Pool Physical Inside FERC,19637,YHD,YHD,,,Natural Gas,TCOA4 MOPhysGas,NGXC,IEPA,Physical Gas,YHD
TCO Basis Future,437,TCO,TCO,NT,NE89,Natural Gas,AppalachiaBasis,ICEU,IFED,Financial Gas,TCO
TCO Fixed Price Future,22276,TCF,TCF,L8,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,TCF
TCO Index Future,1632,TIS,TIS,ZC,QM93,Natural Gas,AppalachiaIndex,ICEU,IFED,Financial Gas,TIS
TCO Physical Basis LD1,1457,XJD,XJD,,,Natural Gas,TCO MO Phys Gas,NGXC,IEPA,Physical Gas,XJD
TCO Physical Fixed Price Monthly,1450,XJA,XJA,,,Natural Gas,TCO MO Phys Gas,NGXC,IEPA,Physical Gas,XJA
TCO Physical Fixed Price Spot,1452,XIZ,XIZ,,,Natural Gas,TCO SP Phys Gas,NGXC,IEPA,Physical Gas,XIZ
TCO Physical Gas Daily Monthly,1453,XJC,XJC,,,Natural Gas,TCO MO Phys Gas,NGXC,IEPA,Physical Gas,XJC
TCO Physical Gas Daily Spot,1455,XJB,XJB,,,Natural Gas,TCO SP Phys Gas,NGXC,IEPA,Physical Gas,XJB
TCO Physical Inside FERC,1456,XJE,XJE,,,Natural Gas,TCO MO Phys Gas,NGXC,IEPA,Physical Gas,XJE
TCO Swing Future,472,CGS,CGS,YZ,QM83,Natural Gas,AppalachiaSwing,ICEU,IFED,Financial Gas,CGS
TD17 FFA Baltic to UK Continent (Baltic) Future,19872,BAU,BAU,I>,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,BAU
TD19 Cross Med (Ceyhan to Lavera) (Baltic) Future,4986,WCL,WCL,SY,EH93,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WCL
TD20 FFA  West Africa to UK Continent (Baltic) Balmo Future,21868,TDA,TDA,Q8,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TDA
TD20 West Africa To UK Continent (Baltic) Future,15563,WAC,WAC,(-,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WAC
TD22 FFA - US Gulf to China (Baltic) Balmo Future,25771,WF3,WF3,,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WF3
TD22 FFA - US Gulf to China (Baltic) Future,23631,WF2,WF2,N4,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WF2
TD25 FFA - US Gulf to ARA (Baltic) Future,23630,WF5,WF5,N5,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WF5
TD3C FFA Middle East Gulf to China (Baltic) Average Price Options,20411,TDL,TDL,@Y,,Wet Freight,O-TD3C MEGulf-Chi,ICEU,IFEU,Wet Freight,TDL
TD3C FFA Middle East Gulf to China (Baltic) Balmo Future,20127,TDM,TDM,J\,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TDM
TD3C FFA Middle East Gulf to China (Baltic) Future,19105,TDL,TDL,@Y,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TDL
TD7 FFA UK North Sea To Continent (Baltic) Average Price Options,4855,WNC,WNC,I?,,Wet Freight,O-TD7 N Sea-Cont,ICEU,IFEU,Wet Freight,WNC
TD7 FFA UK North Sea to Continent (Baltic) Future,3241,WNC,WNC,I?,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WNC
TD8 FFA  Kuwait to Singapore (Baltic) Balmo Future,20131,TDR,TDR,J?,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TDR
TD8 FFA Kuwait to Singapore (Baltic) Future,19106,TDK,TDK,@Z,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,TDK
TD9 FFA - Caribbean to US Gulf (Baltic) Future,21789,WDC,WDC,OK,,Wet Freight,Wet Freight,ICEU,IFEU,Wet Freight,WDC
TEN-YEAR $ SWAPNOTE&reg; FUTURE,15303,USP,USP,,,Swapnotes,Swapnote USD,ICEU,IFLL,Liffe Swapnotes,USP
TEN-YEAR &euro; SWAPNOTE&reg; FUTURE,15299,P,P,3B,,Swapnotes,Swapnote EUR,ICEU,IFLL,Liffe Swapnotes,P
TEN-YEAR &pound; SWAPNOTE&reg; FUTURE,15296,GBP,GBP,,,Swapnotes,Swapnote GBP,ICEU,IFLL,Liffe Swapnotes,GBP
TETCO ELA Basis Future,2857,TEB,TEB,-),,Natural Gas,Southeast Basis,ICEU,IFED,Financial Gas,TEB
TETCO ELA Index Future,3035,TEI,TEI,E\,,Natural Gas,Southeast Index,ICEU,IFED,Financial Gas,TEI
TETCO ELA Physical Basis LD1,1944,XUC,XUC,,,Natural Gas,ELA MO PhysGas,NGXC,IEPA,Physical Gas,XUC
TETCO ELA Physical Fixed Price Monthly,1951,XTY,XTY,,,Natural Gas,ELA MO PhysGas,NGXC,IEPA,Physical Gas,XTY
TETCO ELA Physical Fixed Price Spot,1949,XTX,XTX,,,Natural Gas,ELA SP PhysGas,NGXC,IEPA,Physical Gas,XTX
TETCO ELA Physical Gas Daily Monthly,1948,XUB,XUB,,,Natural Gas,ELA MO PhysGas,NGXC,IEPA,Physical Gas,XUB
TETCO ELA Physical Gas Daily Spot,1946,XUA,XUA,,,Natural Gas,ELA SP PhysGas,NGXC,IEPA,Physical Gas,XUA
TETCO ELA Physical Inside FERC,1945,XUD,XUD,,,Natural Gas,ELA MO PhysGas,NGXC,IEPA,Physical Gas,XUD
TETCO M1 30 Physical Basis LD1,3829,XND,XND,,,Natural Gas,TETM1 MOPhysGas,NGXC,IEPA,Physical Gas,XND
TETCO M1 30 Physical Fixed Price Monthly,3822,XNA,XNA,,,Natural Gas,TETM1 MOPhysGas,NGXC,IEPA,Physical Gas,XNA
TETCO M1 30 Physical Gas Daily Monthly,3825,XNC,XNC,,,Natural Gas,TETM1 MOPhysGas,NGXC,IEPA,Physical Gas,XNC
TETCO M1 30 Physical Inside FERC,3828,XNE,XNE,,,Natural Gas,TETM1 MOPhysGas,NGXC,IEPA,Physical Gas,XNE
TETCO M2 (Receipt) Physical Basis LD1,15925,YAI,YAI,,,Natural Gas,TM2 MOPhys Gas,NGXC,IEPA,Physical Gas,YAI
TETCO M2 (Receipt) Physical Fixed Price Monthly,15922,YAH,YAH,,,Natural Gas,TM2 MOPhys Gas,NGXC,IEPA,Physical Gas,YAH
TETCO M2 (Receipt) Physical Fixed Price Spot,15924,YAG,YAG,,,Natural Gas,TM2 SPPhys Gas,NGXC,IEPA,Physical Gas,YAG
TETCO M2 (Receipt) Physical Gas Daily Monthly,15928,YAK,YAK,,,Natural Gas,TM2 MOPhys Gas,NGXC,IEPA,Physical Gas,YAK
TETCO M2 (Receipt) Physical Gas Daily Spot,15926,YAJ,YAJ,,,Natural Gas,TM2 SPPhys Gas,NGXC,IEPA,Physical Gas,YAJ
TETCO M2 (Receipt) Physical Inside FERC,15929,YAL,YAL,,,Natural Gas,TM2 MOPhys Gas,NGXC,IEPA,Physical Gas,YAL
TETCO M2 Basis Future (Receipts),15566,BM2,BM2,(>,,Natural Gas,AppalachiaBasis,ICEU,IFED,Financial Gas,BM2
TETCO M2 Index Future (Receipts),15997,MB4,MB4,:4,,Natural Gas,AppalachiaIndex,ICEU,IFED,Financial Gas,MB4
TETCO M2 Swing Future (Receipts),15998,BM3,BM3,:3,,Natural Gas,AppalachiaSwing,ICEU,IFED,Financial Gas,BM3
TETCO M3 Basis Future,489,TMT,TMT,NF,NE85,Natural Gas,Northeast Basis,ICEU,IFED,Financial Gas,TMT
TETCO M3 Fixed Price Future,21731,FQT,FQT,K/,,Natural Gas,Basis Master,ICEU,IFED,Financial Gas,FQT
TETCO M3 Index Future,1883,MTI,MTI,A1,SN13,Natural Gas,Northeast Index,ICEU,IFED,Financial Gas,MTI
TETCO M3 Physical Basis LD1,4732,XZV,XZV,,,Natural Gas,TETM3 MOPhysGas,NGXC,IEPA,Physical Gas,XZV
TETCO M3 Physical Fixed Price Monthly,4738,XZS,XZS,,,Natural Gas,TETM3 MOPhysGas,NGXC,IEPA,Physical Gas,XZS
TETCO M3 Physical Fixed Price Spot,4736,XZR,XZR,,,Natural Gas,TETM3 SPPhysGas,NGXC,IEPA,Physical Gas,XZR
TETCO M3 Physical Gas Daily Monthly,4735,XZU,XZU,,,Natural Gas,TETM3 MOPhysGas,NGXC,IEPA,Physical Gas,XZU
TETCO M3 Physical Gas Daily Spot,4733,XZT,XZT,,,Natural Gas,TETM3 SPPhysGas,NGXC,IEPA,Physical Gas,XZT
TETCO M3 Physical Inside FERC,4731,XZW,XZW,,,Natural Gas,TETM3 MOPhysGas,NGXC,IEPA,Physical Gas,XZW
TETCO M3 Swing Future,480,TSS,TSS,A2,SN14,Natural Gas,Northeast Swing,ICEU,IFED,Financial Gas,TSS
TETCO STX Basis Future,446,SXT,SXT,OI,NG70,Natural Gas,East TX Basis,ICEU,IFED,Financial Gas,SXT
TETCO STX Index Future,3054,SXI,SXI,L:,,Natural Gas,East TX Index,ICEU,IFED,Financial Gas,SXI
TETCO STX Physical Basis LD1,1936,XTV,XTV,,,Natural Gas,STX MO PhysGas,NGXC,IEPA,Physical Gas,XTV
TETCO STX Physical Fixed Price Monthly,1943,XTS,XTS,,,Natural Gas,STX MO PhysGas,NGXC,IEPA,Physical Gas,XTS
TETCO STX Physical Fixed Price Spot,1941,XTR,XTR,,,Natural Gas,STX SP PhysGas,NGXC,IEPA,Physical Gas,XTR
TETCO STX Physical Gas Daily Monthly,1940,XTU,XTU,,,Natural Gas,STX MO PhysGas,NGXC,IEPA,Physical Gas,XTU
TETCO STX Physical Gas Daily Spot,1938,XTT,XTT,,,Natural Gas,STX SP PhysGas,NGXC,IEPA,Physical Gas,XTT
TETCO STX Physical Inside FERC,1937,XTW,XTW,,,Natural Gas,STX MO PhysGas,NGXC,IEPA,Physical Gas,XTW
TETCO STX Swing Future,3059,SXC,SXC,L#,,Natural Gas,East TX Swing,ICEU,IFED,Financial Gas,SXC
TETCO WLA Basis Future,3028,TWB,TWB,F\,,Natural Gas,Southeast Basis,ICEU,IFED,Financial Gas,TWB
TETCO WLA Physical Basis LD1,2124,XVQ,XVQ,,,Natural Gas,T-WLA MOPhy Gas,NGXC,IEPA,Physical Gas,XVQ
TETCO WLA Physical Fixed Price Monthly,2117,XVN,XVN,,,Natural Gas,T-WLA MOPhy Gas,NGXC,IEPA,Physical Gas,XVN
TETCO WLA Physical Fixed Price Spot,2119,XVM,XVM,,,Natural Gas,T-WLA SPPhy Gas,NGXC,IEPA,Physical Gas,XVM
TETCO WLA Physical Gas Daily Monthly,2120,XVP,XVP,,,Natural Gas,T-WLA MOPhy Gas,NGXC,IEPA,Physical Gas,XVP
TETCO WLA Physical Gas Daily Spot,2122,XVO,XVO,,,Natural Gas,T-WLA SPPhy Gas,NGXC,IEPA,Physical Gas,XVO
TETCO WLA Physical Inside FERC,2123,XVR,XVR,,,Natural Gas,T-WLA MOPhy Gas,NGXC,IEPA,Physical Gas,XVR
TETCO-ELA Swing Future,23378,CVN,CVN,M?,,Natural Gas,Southeast Swing,ICEU,IFED,Financial Gas,CVN
TETCO-WLA Index Future,23379,CVO,CVO,M#,,Natural Gas,Southeast Index,ICEU,IFED,Financial Gas,CVO
TETCO-WLA Swing Future,23380,CVP,CVP,M@,,Natural Gas,Southeast Swing,ICEU,IFED,Financial Gas,CVP
TGP 500L Physical Basis LD1,1580,XLQ,XLQ,,,Natural Gas,T500 MO Phy Gas,NGXC,IEPA,Physical Gas,XLQ
TGP 500L Physical Fixed Price Monthly,1573,XLN,XLN,,,Natural Gas,T500 MO Phy Gas,NGXC,IEPA,Physical Gas,XLN
TGP 500L Physical Fixed Price Spot,1575,XLM,XLM,,,Natural Gas,T500 SP Phy Gas,NGXC,IEPA,Physical Gas,XLM
TGP 500L Physical Gas Daily Monthly,1576,XLP,XLP,,,Natural Gas,T500 MO Phy Gas,NGXC,IEPA,Physical Gas,XLP
TGP 500L Physical Gas Daily Spot,1578,XLO,XLO,,,Natural Gas,T500 SP Phy Gas,NGXC,IEPA,Physical Gas,XLO
TGP 500L Physical Inside FERC,1579,XLR,XLR,,,Natural Gas,T500 MO Phy Gas,NGXC,IEPA,Physical Gas,XLR
TGP 800L Physical Basis LD1,1818,XLW,XLW,,,Natural Gas,T800 MO PhysGas,NGXC,IEPA,Physical Gas,XLW
TGP 800L Physical Fixed Price Monthly,1811,XLT,XLT,,,Natural Gas,T800 MO PhysGas,NGXC,IEPA,Physical Gas,XLT
TGP 800L Physical Fixed Price Spot,1813,XLS,XLS,,,Natural Gas,T800 SP PhysGas,NGXC,IEPA,Physical Gas,XLS
TGP 800L Physical Gas Daily Monthly,1815,XLV,XLV,,,Natural Gas,T800 MO PhysGas,NGXC,IEPA,Physical Gas,XLV
TGP 800L Physical Gas Daily Spot,1817,XLU,XLU,,,Natural Gas,T800 SP PhysGas,NGXC,IEPA,Physical Gas,XLU
TGP 800L Physical Inside FERC,1819,XLX,XLX,,,Natural Gas,T800 MO PhysGas,NGXC,IEPA,Physical Gas,XLX
TGP Z0 North Physical Basis LD1,3207,XXH,XXH,,,Natural Gas,TGPZN MOPhysGas,NGXC,IEPA,Physical Gas,XXH
TGP Z0 South Physical Basis LD1,2978,XZJ,XZJ,,,Natural Gas,TGPZS MOPhysGas,NGXC,IEPA,Physical Gas,XZJ
TGP Z0 South Physical Inside FERC,2977,XZK,XZK,,,Natural Gas,TGPZS MOPhysGas,NGXC,IEPA,Physical Gas,XZK
TGP Zone 0 North Physical Fixed Price Monthly,3200,XXE,XXE,,,Natural Gas,TGPZN MOPhysGas,NGXC,IEPA,Physical Gas,XXE
TGP Zone 0 North Physical Fixed Price Spot,3202,XXD,XXD,,,Natural Gas,TGPZN SPPhysGas,NGXC,IEPA,Physical Gas,XXD
TGP Zone 0 North Physical Gas Daily Monthly,3203,XXG,XXG,,,Natural Gas,TGPZN MOPhysGas,NGXC,IEPA,Physical Gas,XXG
TGP Zone 0 North Physical Gas Daily Spot,3205,XXF,XXF,,,Natural Gas,TGPZN SPPhysGas,NGXC,IEPA,Physical Gas,XXF
TGP Zone 0 South Physical Fixed Price Monthly,2971,XZG,XZG,,,Natural Gas,TGPZS MOPhysGas,NGXC,IEPA,Physical Gas,XZG
TGP Zone 0 South Physical Fixed Price Spot,2973,XZF,XZF,,,Natural Gas,TGPZS SPPhysGas,NGXC,IEPA,Physical Gas,XZF
TGP Zone 0 South Physical Gas Daily Monthly,2974,XZI,XZI,,,Natural Gas,TGPZS MOPhysGas,NGXC,IEPA,Physical Gas,XZI
TGP Zone 0 South Physical Gas Daily Spot,2976,XZH,XZH,,,Natural Gas,TGPZS SPPhysGas,NGXC,IEPA,Physical Gas,XZH
TGT Mainline Physical Basis LD1,2308,XWI,XWI,,,Natural Gas,TGTZ1 MOPhysGas,NGXC,IEPA,Physical Gas,XWI
TGT Mainline Physical Fixed Price Monthly,2301,XWF,XWF,,,Natural Gas,TGTZ1 MOPhysGas,NGXC,IEPA,Physical Gas,XWF
TGT Mainline Physical Fixed Price Spot,2303,XWE,XWE,,,Natural Gas,TGTZ1 SPPhysGas,NGXC,IEPA,Physical Gas,XWE
TGT Mainline Physical Gas Daily Monthly,2304,XWH,XWH,,,Natural Gas,TGTZ1 MOPhysGas,NGXC,IEPA,Physical Gas,XWH
TGT Mainline Physical Gas Daily Spot,2306,XWG,XWG,,,Natural Gas,TGTZ1 SPPhysGas,NGXC,IEPA,Physical Gas,XWG
TGT Mainline Physical Inside FERC,2307,XWJ,XWJ,,,Natural Gas,TGTZ1 MOPhysGas,NGXC,IEPA,Physical Gas,XWJ
TGT North LA Physical Basis LD1,15693,XV0,XV0,,,Natural Gas,TGTN MOPhysGas,NGXC,IEPA,Physical Gas,XV0
TGT North LA Physical Fixed Price Monthly,15699,XU9,XU9,,,Natural Gas,TGTN MOPhysGas,NGXC,IEPA,Physical Gas,XU9
TGT North LA Physical Fixed Price Spot,15697,XU8,XU8,,,Natural Gas,TGTN SPPhysGas,NGXC,IEPA,Physical Gas,XU8
TGT North LA Physical Gas Daily Monthly,15696,XV2,XV2,,,Natural Gas,TGTN MOPhysGas,NGXC,IEPA,Physical Gas,XV2
TGT North LA Physical Gas Daily Spot,15694,XV1,XV1,,,Natural Gas,TGTN SPPhysGas,NGXC,IEPA,Physical Gas,XV1
TGT North LA Physical Inside FERC,15692,XV3,XV3,,,Natural Gas,TGTN MOPhysGas,NGXC,IEPA,Physical Gas,XV3
TGT SL Physical Basis LD1,2300,XWC,XWC,,,Natural Gas,TGTSL MOPhysGas,NGXC,IEPA,Physical Gas,XWC
TGT SL Physical Inside FERC,2299,XWD,XWD,,,Natural Gas,TGTSL MOPhysGas,NGXC,IEPA,Physical Gas,XWD
TGT Zone 1 Basis Future,2588,TGB,TGB,<),,Natural Gas,Southeast Basis,ICEU,IFED,Financial Gas,TGB
TGT Zone 1 Index Future,3037,TGI,TGI,H\,,Natural Gas,Southeast Index,ICEU,IFED,Financial Gas,TGI
TGT Zone 1 Swing Future,3043,TGS,TGS,I@,,Natural Gas,Southeast Swing,ICEU,IFED,Financial Gas,TGS
TGT Zone SL Physical Fixed Price Monthly,2293,XVZ,XVZ,,,Natural Gas,TGTSL MOPhysGas,NGXC,IEPA,Physical Gas,XVZ
TGT Zone SL Physical Fixed Price Spot,2295,XVY,XVY,,,Natural Gas,TGTSL SPPhysGas,NGXC,IEPA,Physical Gas,XVY
TGT Zone SL Physical Gas Daily Monthly,2296,XWB,XWB,,,Natural Gas,TGTSL MOPhysGas,NGXC,IEPA,Physical Gas,XWB
TGT Zone SL Physical Gas Daily Spot,2298,XWA,XWA,,,Natural Gas,TGTSL SPPhysGas,NGXC,IEPA,Physical Gas,XWA
THIRTY YEAR &euro; SWAPNOTE&reg; FUTURE,15293,EU3,EU3,,,Swapnotes,Swapnote EUR,ICEU,IFLL,Liffe Swapnotes,EU3
THIRTY YEAR &pound; SWAPNOTE&reg; FUTURE,15294,GB3,GB3,,,Swapnotes,Swapnote GBP,ICEU,IFLL,Liffe Swapnotes,GB3
THIRTY YEAR US $ SWAPNOTE&reg; FUTURE,15301,US3,US3,,,Swapnotes,Swapnote USD,ICEU,IFLL,Liffe Swapnotes,US3
TTF 1st Line (USD/MMBtu) Average Price Option,26925,TFU,TFU,T<,,Natural Gas,O-Dutch TTF USD,ICEU,IFEU,IPE Natural Gas Futures,TFU
TTF Natural Gas Daily Financial Futures (ICIS),25009,TTL,TTL,,,Natural Gas,Dutch TTF Daily,ICEU,NDEX,Dutch TTF Gas Futures,TTL
TWO-YEAR $ SWAPNOTE&reg; FUTURES,15304,USW,USW,,,Swapnotes,Swapnote USD,ICEU,IFLL,Liffe Swapnotes,USW
TWO-YEAR &euro; SWAPNOTE&reg; FUTURES,15300,TWS,TWS,,,Swapnotes,Swapnote EUR,ICEU,IFLL,Liffe Swapnotes,TWS
TWO-YEAR &pound; SWAPNOTE&reg; FUTURES,15297,GBW,GBW,,,Swapnotes,Swapnote GBP,ICEU,IFLL,Liffe Swapnotes,GBW
Tate and Lyle Plc,10188,TAT,TAT,,,Single Stock Options,O-LSE Master,ICEU,IFLO,Liffe Equity Derivatives - Non-US Based,TAL
Tennessee 500L Basis Future,1879,TFL,TFL,AX,SN07,Natural Gas,Southeast Basis,ICEU,IFED,Financial Gas,TFL
Tennessee 500L Index Future,3052,TFI,TFI,L(,,Natural Gas,Southeast Index,ICEU,IFED,Financial Gas,TFI
Tennessee 500L Swing Future,21735,TE5,TE5,LM,,Natural Gas,Southeast Swing,ICEU,IFED,Financial Gas,TE5
Tennessee 800L Basis Future,3046,TSB,TSB,L*,,Natural Gas,Southeast Basis,ICEU,IFED,Financial Gas,TSB
